URL,Title,Content
"https://en.wikipedia.org/wiki/Marjorie,_Countess_of_Carrick","Marjorie, Countess of Carrick - Wikipedia","Marjorie of Carrick (also Margaret; d. soon bef. 9 November 1292) was Countess of Carrick, Scotland, from 1256 to 1292, and is notable as the mother of Robert the Bruce.
"
https://en.wikipedia.org/wiki/Clan_Bruce,Clan Bruce - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Margaret_of_Scotland,_Queen_of_Norway","Margaret of Scotland, Queen of Norway - Wikipedia","
"
https://en.wikipedia.org/wiki/Eric_II_of_Norway,Eric II of Norway - Wikipedia,"Eric Magnusson (1268 – 15 July 1299) (Old Norse: Eiríkr Magnússon; Norwegian: Eirik Magnusson) was the King of Norway from 1280 until 1299.
"
https://en.wikipedia.org/wiki/Isabel_Bruce,Isabel Bruce - Wikipedia,"
"
https://en.wikipedia.org/wiki/Robert_the_Bruce,Robert the Bruce - Wikipedia,"
"
"https://en.wikipedia.org/wiki/James_Stewart,_5th_High_Steward_of_Scotland","James Stewart, 5th High Steward of Scotland - Wikipedia","
"
https://en.wikipedia.org/wiki/House_of_Sverre,House of Sverre - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_II_of_England,Edward II of England - Wikipedia,
"https://en.wikipedia.org/wiki/Margaret,_Maid_of_Norway","Margaret, Maid of Norway - Wikipedia",
https://en.wikipedia.org/wiki/Marjorie_Bruce,Marjorie Bruce - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Walter_Stewart,_6th_High_Steward_of_Scotland","Walter Stewart, 6th High Steward of Scotland - Wikipedia","
"
https://en.wikipedia.org/wiki/House_of_Stewart,House of Stuart - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_III_of_England,Edward III of England - Wikipedia,
https://en.wikipedia.org/wiki/Joan_of_the_Tower,Joan of the Tower - Wikipedia,"
"
https://en.wikipedia.org/wiki/David_II_of_Scotland,David II of Scotland - Wikipedia,"
"
https://en.wikipedia.org/wiki/Robert_II_of_Scotland,Robert II of Scotland - Wikipedia,
https://en.wikipedia.org/wiki/House_of_Lancaster,House of Lancaster - Wikipedia,
https://en.wikipedia.org/wiki/House_of_York,House of York - Wikipedia,
https://en.wikipedia.org/wiki/Edward_the_Black_Prince,Edward the Black Prince - Wikipedia,"
"
https://en.wikipedia.org/wiki/John_of_Gaunt,John of Gaunt - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Lionel_of_Antwerp,_Duke_of_Clarence","Lionel of Antwerp, Duke of Clarence - Wikipedia","
"
https://en.wikipedia.org/wiki/Robert_III_of_Scotland,Robert III of Scotland - Wikipedia,"
"
https://en.wikipedia.org/wiki/Richard_II_of_England,Richard II of England - Wikipedia,
https://en.wikipedia.org/wiki/Henry_IV_of_England,Henry IV of England - Wikipedia,"
"
"https://en.wikipedia.org/wiki/John_Beaufort,_1st_Earl_of_Somerset","John Beaufort, 1st Earl of Somerset - Wikipedia","
"
"https://en.wikipedia.org/wiki/Philippa,_5th_Countess_of_Ulster","Philippa, 5th Countess of Ulster - Wikipedia","
"
"https://en.wikipedia.org/wiki/Edmund_of_Langley,_1st_Duke_of_York","Edmund of Langley, 1st Duke of York - Wikipedia","
"
"https://en.wikipedia.org/wiki/Roger_Mortimer,_4th_Earl_of_March","Roger Mortimer, 4th Earl of March - Wikipedia","
"
https://en.wikipedia.org/wiki/Henry_V_of_England,Henry V of England - Wikipedia,"
"
"https://en.wikipedia.org/wiki/John_Beaufort,_1st_Duke_of_Somerset","John Beaufort, 1st Duke of Somerset - Wikipedia","
"
https://en.wikipedia.org/wiki/Anne_de_Mortimer,Anne de Mortimer - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Richard_of_Conisburgh,_3rd_Earl_of_Cambridge","Richard of Conisburgh, 3rd Earl of Cambridge - Wikipedia","
"
"https://en.wikipedia.org/wiki/Joan_Beaufort,_Queen_of_Scots","Joan Beaufort, Queen of Scots - Wikipedia","
"
https://en.wikipedia.org/wiki/James_I_of_Scotland,James I of Scotland - Wikipedia,
https://en.wikipedia.org/wiki/Henry_VI_of_England,Henry VI of England - Wikipedia,"
"
https://en.wikipedia.org/wiki/Lady_Margaret_Beaufort,Lady Margaret Beaufort - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Richard_of_York,_3rd_Duke_of_York","Richard of York, 3rd Duke of York - Wikipedia","
"
https://en.wikipedia.org/wiki/James_II_of_Scotland,James II of Scotland - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_IV_of_England,Edward IV of England - Wikipedia,
https://en.wikipedia.org/wiki/Richard_III_of_England,Richard III of England - Wikipedia,"
"
https://en.wikipedia.org/wiki/James_III_of_Scotland,James III of Scotland - Wikipedia,"
"
https://en.wikipedia.org/wiki/House_of_Tudor,House of Tudor - Wikipedia,
https://en.wikipedia.org/wiki/Henry_VII_of_England,Henry VII of England - Wikipedia,
https://en.wikipedia.org/wiki/Elizabeth_of_York,Elizabeth of York - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_V_of_England,Edward V of England - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Mary_Tudor,_Queen_of_France","Mary Tudor, Queen of France - Wikipedia","Mary Tudor (/ˈtjuːdər/; 18 March 1496 – 25 June 1533) was an English princess who was briefly Queen of France. She was the younger surviving daughter of King Henry VII of England and Elizabeth of York, and the third wife of Louis XII of France, who was more than 30 years older than her.  
"
https://en.wikipedia.org/wiki/Margaret_Tudor,Margaret Tudor - Wikipedia,"
"
https://en.wikipedia.org/wiki/James_IV_of_Scotland,James IV of Scotland - Wikipedia,"
"
"https://en.wikipedia.org/wiki/Frances_Grey,_Duchess_of_Suffolk","Frances Grey, Duchess of Suffolk - Wikipedia","
"
https://en.wikipedia.org/wiki/Henry_VIII_of_England,Henry VIII - Wikipedia,
https://en.wikipedia.org/wiki/Margaret_Douglas,Margaret Douglas - Wikipedia,"
"
https://en.wikipedia.org/wiki/James_V_of_Scotland,James V of Scotland - Wikipedia,"
"
https://en.wikipedia.org/wiki/Lady_Jane_Grey,Lady Jane Grey - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_VI_of_England,Edward VI - Wikipedia,
https://en.wikipedia.org/wiki/Mary_I_of_England,Mary I of England - Wikipedia,
https://en.wikipedia.org/wiki/Philip_II_of_Spain,Philip II of Spain - Wikipedia,"
"
https://en.wikipedia.org/wiki/Elizabeth_I_of_England,Elizabeth I - Wikipedia,
"https://en.wikipedia.org/wiki/Henry_Stuart,_Lord_Darnley","Henry Stuart, Lord Darnley - Wikipedia","
"
"https://en.wikipedia.org/wiki/Mary,_Queen_of_Scots","Mary, Queen of Scots - Wikipedia",
https://en.wikipedia.org/wiki/James_VI_and_I,James VI and I - Wikipedia,
"https://en.wikipedia.org/wiki/Elizabeth_Stuart,_Queen_of_Bohemia","Elizabeth Stuart, Queen of Bohemia - Wikipedia","
"
https://en.wikipedia.org/wiki/Charles_I_of_England,Charles I of England - Wikipedia,
https://en.wikipedia.org/wiki/Sophia_of_Hanover,Sophia of Hanover - Wikipedia,"
"
https://en.wikipedia.org/wiki/Charles_II_of_England,Charles II of England - Wikipedia,
"https://en.wikipedia.org/wiki/Mary,_Princess_Royal_and_Princess_of_Orange","Mary, Princess Royal and Princess of Orange - Wikipedia","
"
https://en.wikipedia.org/wiki/James_II_of_England,James II of England - Wikipedia,
https://en.wikipedia.org/wiki/House_of_Hanover,House of Hanover - Wikipedia,
https://en.wikipedia.org/wiki/George_I_of_Great_Britain,George I of Great Britain - Wikipedia,
https://en.wikipedia.org/wiki/William_III_of_England,William III of England - Wikipedia,
https://en.wikipedia.org/wiki/Mary_II_of_England,Mary II of England - Wikipedia,
"https://en.wikipedia.org/wiki/Anne,_Queen_of_Great_Britain","Anne, Queen of Great Britain - Wikipedia",
https://en.wikipedia.org/wiki/George_II_of_Great_Britain,George II of Great Britain - Wikipedia,
"https://en.wikipedia.org/wiki/Frederick,_Prince_of_Wales","Frederick, Prince of Wales - Wikipedia","
"
https://en.wikipedia.org/wiki/George_III_of_the_United_Kingdom,George III - Wikipedia,
https://en.wikipedia.org/wiki/George_IV_of_the_United_Kingdom,George IV - Wikipedia,
https://en.wikipedia.org/wiki/William_IV_of_the_United_Kingdom,William IV - Wikipedia,
"https://en.wikipedia.org/wiki/Prince_Edward,_Duke_of_Kent_and_Strathearn","Prince Edward, Duke of Kent and Strathearn - Wikipedia","
"
https://en.wikipedia.org/wiki/Queen_Victoria,Queen Victoria - Wikipedia,
https://en.wikipedia.org/wiki/House_of_Windsor,House of Windsor - Wikipedia,"
"
https://en.wikipedia.org/wiki/House_of_Saxe-Coburg_and_Gotha,House of Saxe-Coburg and Gotha - Wikipedia,"
"
https://en.wikipedia.org/wiki/Edward_VII,Edward VII - Wikipedia,
https://en.wikipedia.org/wiki/George_V,George V - Wikipedia,
https://en.wikipedia.org/wiki/Edward_VIII,Edward VIII - Wikipedia,
https://en.wikipedia.org/wiki/George_VI,George VI - Wikipedia,
https://en.wikipedia.org/wiki/Elizabeth_II,Elizabeth II - Wikipedia,
"https://en.wikipedia.org/wiki/Charles,_Prince_of_Wales","Charles, Prince of Wales - Wikipedia",
https://en.wikipedia.org/wiki/Prince_of_Wales,Prince of Wales - Wikipedia,
https://en.wikipedia.org/wiki/Family_tree_of_English_monarchs,Family tree of English monarchs - Wikipedia,"This is the family tree for monarchs of England (and Wales after 1282) from Alfred the Great to Elizabeth I of England. The House of Wessex family tree precedes this family tree and the family tree of the British royal family follows it.
"
https://en.wikipedia.org/wiki/Family_tree_of_the_British_royal_family,Family tree of the British royal family - Wikipedia,"This is the family tree of the British royal family, from James VI and I (who united the crowns of England and Scotland) to the present monarch, Elizabeth II.
"
https://en.wikipedia.org/wiki/Lists_of_monarchs_in_the_British_Isles,Lists of monarchs in the British Isles - Wikipedia,"Lists of monarchs in the British Isles are lists of monarchs that have reigned over the various kingdoms and other states that have existed in the British Isles throughout recorded history. They include monarchs of Britain as a whole, and monarchs of states that covered part or whole of what are now England, Ireland, Scotland, Wales and the Isle of Man.
"
https://en.wikipedia.org/wiki/Template:Aristocratic_family_trees,Template:Aristocratic family trees - Wikipedia,"Initial visibility: currently defaults to autocollapse
"
https://en.wikipedia.org/wiki/Template_talk:Aristocratic_family_trees,Template talk:Aristocratic family trees - Wikipedia,"I think we need a good expantion, no Indian, Vietnamese,Very little American or other Asian dynasties for that fact. What about Africa? Enlil Ninlil (talk) 20:51, 18 January 2010 (UTC)[reply]
"
https://en.wikipedia.org/wiki/List_of_family_trees,List of family trees - Wikipedia,"
"
https://en.wikipedia.org/wiki/Monarchies_in_Africa,Monarchies in Africa - Wikipedia,"
"
https://en.wikipedia.org/wiki/Ethiopian_emperors_family_tree,Emperor of Ethiopia - Wikipedia,"The emperor of Ethiopia (Ge'ez: ንጉሠ ነገሥት, nəgusä nägäst, ""King of Kings""), also known as the Atse (Amharic: አፄ, ""emperor""), was the hereditary ruler of the Ethiopian Empire, from at least the 13th century until the abolition of the monarchy in 1975. The emperor was the head of state and head of government, with ultimate executive, judicial and legislative power in that country. A National Geographic article from 1965 called imperial Ethiopia ""nominally a constitutional monarchy; in fact [it was] a benevolent autocracy"".[1]
"
https://en.wikipedia.org/wiki/List_of_Imerina_monarchs#Monarchs_family_tree,List of Imerina monarchs - Wikipedia,"
"
https://en.wikipedia.org/wiki/Alaouite_dynasty,'Alawi dynasty - Wikipedia,"
"
https://en.wikipedia.org/wiki/List_of_Beys_of_Tunis#Genealogical_tree,List of beys of Tunis - Wikipedia,"
"
https://en.wikipedia.org/wiki/List_of_Xhosa_Kings#Xhosa_Kingship_Line,List of Xhosa Kings - Wikipedia,"
"
https://en.wikipedia.org/wiki/List_of_pharaohs,List of pharaohs - Wikipedia,
https://en.wikipedia.org/wiki/First_Dynasty_of_Egypt_family_tree,First Dynasty of Egypt family tree - Wikipedia,"Family tree of the First Dynasty of Egypt, ruling ancient Egypt in the 32nd century BCE to the 30th century BCE.
"
https://en.wikipedia.org/wiki/Fourth_Dynasty_of_Egypt_family_tree,Fourth Dynasty of Egypt family tree - Wikipedia,"Family tree of the Fourth Dynasty of Egypt, ruling ancient Egypt in the 27th century BCE to the 25th century BCE.
"
https://en.wikipedia.org/wiki/Eleventh_Dynasty_of_Egypt_family_tree,Eleventh Dynasty of Egypt family tree - Wikipedia,"The Eleventh Dynasty of Egypt conventionally starts with the Pharaoh Mentuhotep I and ends with the death of Mentuhotep IV, while the beginning of the Middle Kingdom is marked by the reunification of ancient Egypt under Mentuhotep II. As with many other dynasties, the 11th Dynasty family tree is partially unclear, with many obscure relationships.
"
https://en.wikipedia.org/wiki/Twelfth_Dynasty_of_Egypt_family_tree,Twelfth Dynasty of Egypt family tree - Wikipedia,"As with most ancient Egyptian royal dynasties, the family tree for the Twelfth Dynasty is complex and unclear.
"
https://en.wikipedia.org/wiki/Eighteenth_Dynasty_of_Egypt_family_tree,Eighteenth Dynasty of Egypt family tree - Wikipedia,"As with most ancient Egyptian royal dynasties, the family tree for the Eighteenth Dynasty is complex and unclear.
"
https://en.wikipedia.org/wiki/Nineteenth_Dynasty_of_Egypt_family_tree,Nineteenth Dynasty of Egypt family tree - Wikipedia,"The family tree of the Egyptian 19th Dynasty is the usual mixture of conjecture and interpretation. The family history starts with the appointment of Ramesses I as the successor to Horemheb, the last king of the 18th Dynasty who had no heirs.[1] From Rameses' line came perhaps the greatest king of the New Kingdom of Egypt, Rameses II. He ruled for nearly 67 years and had many children (see List of children of Ramses II).
"
https://en.wikipedia.org/wiki/Twentieth_Dynasty_of_Egypt_family_tree,Twentieth Dynasty of Egypt - Wikipedia,"The Twentieth Dynasty of Egypt (notated Dynasty XX, alternatively 20th Dynasty or Dynasty 20) is the third and last dynasty of the Ancient Egyptian New Kingdom period, lasting from 1189 BC to 1077 BC. The 19th and 20th Dynasties furthermore together constitute an era known as the Ramesside period. This dynasty is generally considered to be the start of the decline of Ancient Egypt.
"
"https://en.wikipedia.org/wiki/Family_tree_of_the_Twenty-first,_Twenty-second,_and_Twenty-third_Dynasties_of_Egypt","Family tree of the Twenty-first, Twenty-second, and Twenty-third Dynasties of Egypt - Wikipedia","The Twenty-first, Twenty-second, and Twenty-third Dynasties ruled Egypt from the 10th century through the 8th century BC. The family tree of the Twenty-first dynasty was heavily interconnected with the family of the High Priests of Amun at Thebes. The Twenty-second dynasty and Twenty-third dynasty were also related by marriage to the family of the High Priests.
"
